date,RIDGE,BOOST,OLS,ENSEMBLE,EW,BTC,MV_OPT,RISK_PARITY_ML,RISK_PARITY_EW,VOL_TARGET_EW,VOL_TARGET_ML
2024-07-18,1.0024785946786332,0.9989342810570976,1.0024785946786332,1.0026726366550869,0.9906031375067527,0.9982499437640286,0.993310065905458,0.9930395007717043,0.9930136321223251,0.9930903962236175,0.9957435589811593
2024-07-19,1.010028080969882,1.0398830725334527,1.0077271262823175,1.0081525533586149,1.0293535600981356,1.0403217301359269,1.0401966196915193,1.058780900896642,1.0765050863748984,1.0236548350414498,1.00617298583715
2024-07-20,1.0075937403522188,1.0556405459361582,1.0052983313594333,1.004076444382413,1.0405484049014389,1.0476154370394783,1.0604486848620263,1.080288969200578,1.1095666786917249,1.0328060566873596,1.0042543710859955
2024-07-21,1.0034540187820615,1.0840625253749145,0.9957661424532045,1.0000906711958535,1.0581476443596332,1.0633758742929065,1.0739268024555517,1.1109840125348815,1.1439052034239452,1.0461318006555929,1.0131785072807098
2024-07-22,1.0066552303002576,1.0670947487766627,0.9972463207550097,1.0037106962731888,1.016379228667828,1.0539184144480211,1.0250874945493647,1.0519608717436277,1.0753958471509926,1.010876683599272,0.9917702235974917
2024-07-23,0.9932980307163786,1.094603290847594,0.9840139669762084,1.0101139488964295,1.0021940654474772,1.0287568777212106,1.0673554826628395,1.065352189036166,1.0538406984275175,0.9989842159243997,1.038917556458769
2024-07-24,0.9790994427785468,1.0630008103433977,0.9700961694979219,0.9918434529584306,0.9791881790528025,1.0200080186500076,1.0227685119809098,1.0255657457994887,1.0128973697672372,0.9795774853243664,1.0148441895151061
2024-07-25,0.9755217903737424,1.0619916122487658,0.9665514152655565,0.9863918379449913,0.9596284730309437,1.026445936381749,0.9992988739165967,1.0096575887024937,0.9947511635430459,0.9637297040886657,1.0126213490272284
2024-07-26,1.012769892883283,1.08324940285892,1.0034570042045383,1.0269009785381988,1.004621363249941,1.0595202439983253,1.0766918442538929,1.0747012679568122,1.0645019333703944,1.0007082234929727,1.0286951691129524
2024-07-27,0.9989870574202595,1.064800290882419,0.9898009083032323,1.0122736809949286,1.0002675826931318,1.059286148708343,1.0553972432281045,1.0531396523394636,1.0434308196984827,0.9969157860869033,1.0217593577509236
2024-07-28,0.9850811980666271,1.0558191605644114,0.9760229197730246,0.9980436601711683,0.9859088466145979,1.0648591375135024,1.0376121618517493,1.021421168566053,1.016692121114007,0.9850066467177814,1.0081253679075757
2024-07-29,0.9856098461038889,1.0544731769693627,0.9765467066465059,1.002975125715966,0.9877616481318621,1.0420118522245705,1.035624360623177,1.0214291136522033,1.0180971065253874,0.9858124441625238,1.0069834849489092
2024-07-30,0.9792157591545239,1.0507011481649242,0.9702114162908982,0.996022248093639,0.9701962924408248,1.032576416386267,0.9890453531726986,1.0018061700586522,1.0037381742192857,0.9717729329038204,0.9966115673663595
2024-07-31,0.9666334376324133,1.03358178083337,0.9577447950482677,0.9815965416924616,0.9455639675427471,1.008364787050494,0.9748036110283784,0.9623474972354708,0.9612863778714,0.9512971114784621,0.9855226514115472
2024-08-01,0.964654076925722,1.0398234592599431,0.9530986223514991,0.9790031807376538,0.9427924082597899,1.0192515123613988,0.9941295931709944,0.9677909574129335,0.9448254662104162,0.9485968374215348,1.0076333324663862
2024-08-02,0.9493700535716726,0.9939351130080532,0.9379976841487009,0.9634918095259452,0.8718494851972176,0.9587571688460752,0.9426308129265277,0.8705858157068754,0.8408330766347756,0.8900389975134686,0.966465236029044
2024-08-03,0.9233755484665791,0.9654698300470995,0.9123145635389476,0.9405976115636696,0.8327930611489522,0.9466292867551952,0.903006756116744,0.8157930916520763,0.7808340506613834,0.8585817253350462,0.9523862606243544
2024-08-04,0.9002974012734017,0.9553094945302975,0.8895128662026949,0.9170890292048818,0.7899237244647848,0.9073743719195505,0.8537029390005015,0.7726303795646361,0.7350318518740083,0.8243251093319817,0.9383549303898798
2024-08-05,0.8857252572602576,0.9519861996504807,0.8751152798389928,0.9029005350284722,0.7310780877288805,0.842678364945013,0.7890510456715845,0.7060898967082408,0.6690346240067895,0.7779433472819689,0.908047252148303
2024-08-06,0.921999706642498,0.9577911327766909,0.9109552027292317,0.9268712405461743,0.7775891616018281,0.8749897214229581,0.8537741050272346,0.7735228120702282,0.7350578551046248,0.8149191748149146,0.9544822630003095
2024-08-07,0.8942684024081393,0.9620262501760928,0.883556087861019,0.9020055950127203,0.7534295923828248,0.8602198544968453,0.8039601050823364,0.7435527032461265,0.7132893551138049,0.7965503365677653,0.9136880938167594
2024-08-08,0.9550518860859651,1.0160085126221243,0.9436114547959596,0.9633149761941662,0.8499017665734974,0.962904164950658,0.9008804618655399,0.8630825341038043,0.847780778702679,0.8696035604461932,0.9586985451786859
2024-08-09,0.9461475274909452,1.00929555080768,0.9348137602515239,0.9543335772639578,0.837961417759643,0.9498199785166186,0.8842404534168877,0.8407295370820332,0.8220835311296257,0.8614599387709158,0.9510979381845863
2024-08-10,0.9518075407843776,1.0019699937380486,0.9404752500700103,0.9588926685853354,0.8464143987466004,0.9506680590584373,0.8830025476531349,0.8497620384433625,0.8313609737926806,0.8674487880073523,0.955457284320946
2024-08-11,0.9273113484745197,0.985482498807449,0.9162707112307916,0.9342141299021663,0.7998719733442443,0.9165802785247242,0.8585307047396596,0.79636545093045,0.7630246787897171,0.8361554544852081,0.9465442798724667
