,RIDGE,BOOST,OLS,ENSEMBLE,EW,BTC,MV_OPT,RISK_PARITY_ML,RISK_PARITY_EW,VOL_TARGET_EW,VOL_TARGET_ML
2024-10-28,-0.039555908137487904,-0.007921490444136748,-0.039555908137487904,-0.0354495486248768,0.005330540601549668,0.0289922306714209,-0.028537009696662164,-0.01465465142903816,0.008701367054207007,0.004463759738683233,-0.04149430238903502
2024-10-29,0.004883663272154535,-0.007167384716124152,0.0009167360397983534,0.001710644089780309,0.03505208472340049,0.0398362270813985,0.044283240189307994,0.03961365843352506,0.04203152101972449,0.031889737206196055,0.02943459737409259
2024-10-30,0.012282757928114361,-0.011182665740883122,0.012194866770264342,0.012058504307635439,-0.008938091540219049,-0.0050788558012168,0.02902651407154789,-0.010628602600912597,-0.02119442556921059,-0.007647732784713359,0.012218857146693553
2024-10-31,0.017483248945210954,0.014600642795213836,0.017330390342572572,0.01983624056258193,-0.03673339661638785,-0.0291340585092788,0.056488566807591366,-0.026032732898652995,-0.05144394577052345,-0.03291656230936106,0.0275740355258432
2024-11-01,0.0019482195336589635,0.00396321366810857,0.0014821484189658802,0.0022388493075718285,-0.00645532254118175,-0.0105341545693231,-0.0035881573089472725,-0.018204845400871694,-0.017286992226353555,-0.007992686818864107,-0.0161262813685303
2024-11-02,-0.007408331235623511,-0.013112984708089737,-0.015723788351761497,-0.014848124084362507,-0.02202708285169261,-0.0021697162261912,-0.03306161510409341,-0.027212779377136856,-0.028048485674803076,-0.017395963491123857,-0.019253843540627265
2024-11-03,-0.0039933164030798544,-0.025404943220472268,-0.0039933164030798544,-0.007920840085489649,-0.027991642890336364,-0.0081692904024786,-0.03740847899632572,-0.03442470009960283,-0.0428144709658502,-0.02639922427417549,-0.003881135419314891
2024-11-04,0.010153003707965895,-0.011748121175435344,0.009705668936791968,0.008323624541279644,-0.026992190942330907,-0.0137085000858157,-0.015328599781646364,-0.020684936909961836,-0.042699451222425064,-0.025794247648428924,0.017197819253915253
2024-11-05,0.001576237700765419,0.020345351092662292,0.001576237700765419,0.001576237700765419,0.045875323227401545,0.022875546671818,0.04072132234189611,0.06295103738304568,0.06778525875730015,0.039400603102236184,0.022045125052227447
2024-11-06,0.03153287833143144,0.04761095299531683,0.03294586867651546,0.03035321544993065,0.11056206055954176,0.0894181865722298,0.09468977360396616,0.11693880124115069,0.1692267618256743,0.09846357577942616,-0.012066964657989624
2024-11-07,0.05038370943134739,0.06386409484716865,0.04847303473000829,0.049244505955859656,0.02582428962059288,0.0040424334662949,0.12316142315753151,0.04429362611473009,0.017312791766523436,0.01962053689733348,0.07955221026449456
2024-11-08,0.011291030240416123,-0.029281522281735993,0.011291030240416123,0.009938283595488871,0.008420081086872597,0.0085750293944657,0.008929107485854728,-0.00717111814472467,-0.010972037803389416,0.0074427394514146395,0.0014873323507223445
2024-11-09,0.019172206297831097,0.008709993993534552,0.018710277068444116,0.019126260786638982,0.04712352528302734,0.0021295679776027,0.046879624830148056,0.04864964143587873,0.048614523400088136,0.03713314528658972,0.039171484016508024
2024-11-10,0.01234418889963649,-0.015214496350488368,0.013044831537575935,0.014933658899550332,0.045115981523449845,0.0481096050090634,0.03608303860208302,0.03924258980746218,0.03744686060359956,0.03524033607066311,0.03473611056395311
2024-11-11,-0.037234276849490086,-0.044658211634257344,-0.037234276849490086,-0.034960954383213796,0.07215202621054406,0.1035026413841504,0.025556139399461483,0.0694521158184685,0.08073103780471363,0.05930797306605681,0.035590185851466755
2024-11-13,-0.012522692093544239,0.05570060656207937,-0.014455737547691827,-0.017189577012121565,-0.013444837217594504,0.0278736628933082,-0.024276546524059122,0.0013723055694560109,0.013121937374146091,-0.011843297273084159,-0.020821149921405494
2024-11-14,-0.0167343749845426,-0.0019320992388890332,-0.01780026604300431,-0.01780026604300431,-0.03219208803474377,-0.034992622635954,-0.07348231071663011,-0.047296541741248324,-0.049166952635946046,-0.02484483649628591,-0.03254857989166146
2024-11-15,0.01742445357687559,0.07307153118328635,0.015921024474537394,0.014325385761154906,0.0671168415380166,0.0427346351905288,0.05522652391366666,0.06491185910327299,0.07547982636533843,0.04988112906896479,0.027334234248206375
2024-11-16,0.0057212643882798495,-0.06809630107901224,0.00800319274171863,0.00470567757417676,0.06449175400150164,-0.0054077516368271,0.06022774376717227,0.04403300562609888,0.037810529687600444,0.04957450630223596,0.044566543437699904
2024-11-17,-0.014249262548878311,0.0837806644379562,-0.013980394352127935,-0.015497104660260289,-0.02274662208822094,-0.0078239448633599,-0.02196141925052312,-0.020685827782940522,-0.0194399749048247,-0.018200836673404337,-0.0159227717265174
2024-11-18,0.0527094986464186,-0.06693643645625048,0.052998996105967415,0.052998996105967415,0.053427856408968306,0.0073332619752597,0.08177668129571593,0.04969594625669426,0.04621798554393991,0.04099684319368942,0.046955631706673835
2024-11-19,-0.005267996316651453,0.04248560704160978,-0.008568071828226905,-0.009865932242282915,-0.012387504481968362,0.0205273873381834,-0.004281651213710006,-0.019928895152970555,-0.024286316734086322,-0.012019612491646514,-0.0072440807219218825
